,teks,label,clean_teks
1046,Apaoun pekerjaannya yg penting halal u tuk menafkahi keluarga ... Semangat pak,no,apaoun kerja halal tuk nafkah keluarga semangat
1047,Gojek itu mayoritas pegangguran yang lama gak kerja trus hampir putus asaa tapi tibatiba ada lapangan pekerjaan yang gak harus pake ijasah terakhir.. ini sungguh lapangan kerja yang sangat membantu sekali menurut saya ??,no,gojek mayoritas pegangguran kerja putus asaa tibatiba lapang kerja pakai ijasah sungguh lapang kerja bantu
1048,"<USERNAME> aslinya cantik dan ayu loh mbak krn aku sudah bertemu langsung juga sesembaknya sangat ramah tidak sombong seperti mantan2 yg lain hhe maaf ikut nimbrung ,kalo makeup dibuat senatural mungkin krn sesembaknya memang mau menonjolkan wa",no,username asli cantik ayu loh mbak temu langsung sembak ramah sombong mantan hhe maaf nimbrung makeup natural sembak tonjol wa
1049,"<USERNAME> suami saya seumuran sama saya mba, malah tuaan saya beberapa bulan tapi alhamdulillah suami saya gak kekanak kanakan hehe",no,username suami umur mbak tua alhamdulillah suami kekanak kana hehe
1050,"@diankrtn Mangkanya biar gak goblok itu rajin baca , dasar kadrun batangan goblok malah dipupuk.",yes,diankrtn biar goblok rajin baca dasar kadrun batang goblok pupuk
1051,"@AnakLolina2 @Kanjeng2022 Itulah akibatnya jika berteman dengan kadrun,... jadi nasdrun. Khas kadrun, Jika temannya, maka salah pun dibela.",yes,anaklolina kanjeng akibat teman kadrun nasdrun khas kadrun teman salah bela
1052,Penyusupan berhasil? https://t.co/hpB93R0S83,yes,susup hasil
1053,"@dennyindrayana Nafsumu mengalahkan akal sehatmu den, mendadak kadrun ?????????? https://t.co/Q4AfhC2EWK",yes,dennyindrayana nafsu kalah akal sehat den dadak kadrun
1054,@OposisiCerdas yg cegal siapa...??? fitnah nya gk habis2...!!!,yes,oposisicerdas cegal fitnah nya habis
1055,Katanya tanpa apbn? https://t.co/2NT9zhPkBg,yes,apbn
1056,"@dimaspram96 @Obay_Kusut1981 @IsminovZubeir Isu itu bagai bau kentut.. suapa yg kentut siapa yg di tuduh, eh ternyata yg nuduh yg kentut..",yes,dimaspram obay kusut isminovzubeir isu bau kentut suapa kentut tuduh eh nuduh kentut
1057,Rata rata bani kadrun... https://t.co/L7UD0UBksL,yes,bani kadrun
1058,"@BosPurwa alhamdulillah ada cina kapir rasa kadrun, ta'bil drun ?? https://t.co/Ahmfu68IhW",yes,bospurwa alhamdulillah cina kapir kadrun tabil drun
1059,@Trending_Issue Mantap. Maki2 aja tuh kadrun pekok,yes,trending issue mantap maki tuh kadrun kok
1060,@AIM393284865068 @Relawananies Apa hukum penistaan agama sudah berkeadilan? Bahkan setelah Ahok selesai menjalankan hukuman nya si Buni Yani Keparat baru mengakui meng edit Vidio nya. Itulah Kadrun kumpulan bangsat.,yes,aim relawananies hukum nista agama adil ahok selesai jalan hukum nya si buni yani keparat aku meng edit video nya kadrun kumpul bangsat
1061,"@AndiSinulingga @erickthohir Korupsi kok diserang ?Lah semua penegak hukum sdh bergerak kok,dan ini bukan korupsi Sendiri.Paham?8 Triliun Bro,ini pasti seluruh tim dr capres Kadrun ada yg turut serta menjalankan siasat Korupsi ini.Mana ada sih PILGUB saja",yes,andisinulingga erickthohir korupsi serang tegak hukum gerak kokdan korupsi sendiripaham triliun broini tim capres kadrun jalan siasat korupsi inimana sih pilih gubernur
1062,@idtodayco kadrun makin mata gelap... mengarang bebas... dipikir rakyat belon cerdas,yes,idtodayco kadrun mata gelap arang bebas pikir rakyat cerdas
1063,@budimandjatmiko Kadrun pekok kang hoax,yes,budimandjatmiko kadrun kok kang hoax
1064,@Dennysiregar7 Ahlak ahlak kadrun munafik,yes,dennysiregar ahlak ahlak kadrun munafik
1065,@74f4rKM50 @OposisiCerdas Kalau ga keburu ada polisi pasti diperkosa Kadrun nih !,yes,frkm oposisicerdas keburu polisi perkosa kadrun nih
1066,@Bambangmulyonoo @ReflyHZ COKRO  TV    IDOLA  PENGASONG  KADRUN,yes,bambangmulyonoo reflyhz cokro televisi idola asong kadrun
1067,@WidadiHandoyo @aniesbaswedan @PKSejahtera kadrun senangnya ya mimpi (doang),yes,widadihandoyo aniesbaswedan pksejahtera kadrun senang ya mimpi
1068,"@aniesbaswedan @PKSejahtera kalo @nasdem dan @PDemokrat mikir bisa curi suara pembenci jokowi, fpi, hti, kadrun dari @PKSejahtera... alangkah naifnya",yes,aniesbaswedan pksejahtera nasdem pdemokrat berfikir curi suara benci jokowi fpi hati kadrun pksejahtera alangkah naif
1069,@logikapolitikid @ridwankamil @aniesbaswedan Bukannya RK bagian dari kadrun masih ingat waktu kejadian kebakaran di_Bandung tempo hari RK bilang dinegri Wakanda,yes,logikapolitikid ridwankamil aniesbaswedan rk kadrun jadi bakar di bandung tempo rk bilang dinegri wakanda
1070,"@bachrum_achmadi wkwkwk kadrun tolol, emg JK hrs jadi acuan? JK cuma jadi acuan kadrun2 goblok aja",yes,bachrum achmadi wkwkwk kadrun tolol emang acu acu kadrun goblok
1071,@sarah_enjeuLL @NasDem @KejaksaanRI @aniesbaswedan Metro Tipu sejak gabung dgn kadrun auto jadi tv tkg fitnah,yes,sarah enjeull nasdem kejaksaanri aniesbaswedan metro tipu gabung kadrun auto televisi tukang fitnah
1072,@ThejavaRio @AbuabuMerpati @belaIndonesiaID @msaid_didu @ReflyHZ Ciri kadrun begini umpatannya sprti orang ga ada akhlak??????,yes,thejavario abuabumerpati belaindonesiaid msaid didu reflyhz ciri kadrun umpat orang akhlak
1073,"@Aryprasetyo85 @Metro_TV @ganjarpranowo @dewanpers @03__nakula @adearmando61 @al_lasan @Anak__Ogi @B3doel___ @bung_madin @GunRomli @ch_chotimah2 @DS_yantie @denni_sauya namanya juga kadrun, klo gak fitnah gak makan",yes,aryprasetyo metro tv ganjarpranowo dewanpers nakula adearmando al las anak ogi bdoel bung madin gunromli ch chotimah ds yantie denni sauya nama kadrun fitnah makan
1074,"@TurnBack2Solo @Amran_bin_Ali @jagokan57083101 @KompasTV wkwkwkw kadrun menghibur diri sendir, barusan habis dihina2 dan ketauan pengecutnya sama bang @Amran_bin_Ali https://t.co/yWnJK63sAd",yes,turnbacksolo amran bin ali jago kompastv wkwkwkw kadrun hibur sendir barusan habis hina tau kecut bang amran bin ali
1075,Nasehat untuk Kadrun youtube.com/shorts/wC4sKCF?,yes,nasehat kadrun youtubecomshortswcskcf
1076,@msaid_didu @ReflyHZ Yg ikut pool  akun dr bngsa kadrun lgi ??????,yes,msaid didu reflyhz pool akun bngsa kadrun
1077,"@DS_yantie Ini contoh tipikal kadrun mau mencubitvtp ga mau dicubit,cemenk.",yes,ds yantie contoh tipikal kadrun mencubitvtp dicubitcemenk
1078,"@TurnBack2Solo @Amran_bin_Ali @jagokan57083101 @KompasTV alhamdulillah toket kadrun nempel , toket barokah drun, halalan toyiban ?? https://t.co/HYfTtCSPDr",yes,turnbacksolo amran bin ali jago kompastv alhamdulillah toket kadrun nempel toket barokah drun halal toyiban
1079,"@BBerizik Bani kadal pea, bisanya ngurusi org sendirinya maniac jg,  dasar kadrun tolol",yes,bberizik bani kadal pea bisa ngurusi orang maniac dasar kadrun tolol
1080,@corokandangrusa @yunartowijaya Kadrun emang top..?? apa pun yg di lakukan presiden tetap salah di mata dia.. https://t.co/2o04a8NFnF,yes,corokandangrusa yunartowijaya kadrun top laku presiden salah mata
1081,@P3n99u94t Boleh numpang b ol?,yes,pnut numpang bb online
1082,@entit_usdiati halooooo taraaaaaaa @ridwankamil,yes,entit usdiati halooooo taraaaaaaa ridwankamil
1083,@OposisiCerdas Si anus yaman ya om wo,yes,oposisicerdas si anus yaman ya om wo
1084,@geloraco Jangan nyindir imam cabul si junjungan KADRUN212 goblog212pekok chat mesum,yes,geloraco nyindir imam cabul si junjung kadrun goblogpekok chat mesum
1085,"@YanHarahap Dasar Kader Mangkrak ! Nanya'nya ke Mantan Napi Korupsi anas Urbaningrum 'jangan Nanya ke KadRun ! Jokowi dilantik 2014
Hutang SBY 2700 Trilyun dengan bunga pertahun 250 Trilyun ! Proyek Hambalang Sengaja ngga di terusin ! Biar pada inga in",yes,yanharahap dasar kader mangkrak nanyanya mantan napi korupsi anas urbaningrum kadrun jokowi lantik hutang sby trilyun bunga tahun trilyun proyek hambalang sengaja terusin biar inga in
1086,@masiswara @YudhistiraSaja @ch_chotimah2 @ganjarpranowo Kok ganjar ikut2 kadrun ya,yes,masiswara yudhistirasaja ch chotimah ganjarpranowo ganjar kadrun ya
1087,"@Leonita_Lestari Anies kena hukum karma ahok,dan NASDRUN kena getahnya semua akan melihat dan merasakan pada waktunya",yes,leonita lestari anies kena hukum karma ahokdan nasdrun kena getah rasa
1088,@Leonita_Lestari Berawal dari @NasDem menjadi nasdrun212 itulah jalan menuju jurang kehancuran,yes,leonita lestari nasdem nasdrun jalan jurang hancur
1089,"@Aryprasetyo85 @Metro_TV @ganjarpranowo @dewanpers @03__nakula @adearmando61 @al_lasan @Anak__Ogi @B3doel___ @bung_madin @GunRomli @ch_chotimah2 @DS_yantie @denni_sauya Haha baru Tau ya, begitulah rasanya saat dulu metro TV mendukung rezim.. kejamnya nyer",yes,aryprasetyo metro tv ganjarpranowo dewanpers nakula adearmando al las anak ogi bdoel bung madin gunromli ch chotimah ds yantie denni sauya haha ya metro televisi dukung rezim kejam nyer
1090,@Leonita_Lestari Resto trasi bau busuk wok ewok,yes,leonita lestari resto tras bau busuk wok ewok
1091,@sarah_enjeuLL @NasDem @KejaksaanRI @aniesbaswedan Kadrun dua2nya ya...?,yes,sarah enjeull nasdem kejaksaanri aniesbaswedan kadrun dua ya
1092,@KAMEK_AWET @Miduk17 Dia korupsi apa ya Klo anda tau..,yes,kamek awet miduk korupsi ya
1093,"@Amran_bin_Ali @TurnBack2Solo @jagokan57083101 @KompasTV takut dia nunjukin mukanya, takut bonyok dia kaya ratu hoax kadrun yg ini ?? https://t.co/3DY2RwWX6R",yes,amran bin ali turnbacksolo jago kompastv takut nunjukin muka takut bonyok kaya ratu hoax kadrun
1094,@herman_basti @Hasbil_Lbs Khas Kadrun..kalah pukulin...klo perlu bunuh n telanjangin...,yes,herman basti hasbil lbs khas kadrunkalah pukulinklo bunuh n telanjangin
1095,@langitan99 @Verraagustian_ Sampah sampah,yes,langit verraagustian sampah sampah
1096,@Obay_Kusut1981 Ke firza jg bs yg pernah berpasangan dgn si jijik ngacengan,yes,obay kusut firza pasang si jijik ngacengan
1097,@Obay_Kusut1981 Ke RIJIQ KITY OM,yes,obay kusut rijiq kity om
1098,@Rintart_bluhers @aniesbaswedan @PKSejahtera Berarti udh ngakuin donk... Klo PKS nnti bakal kalah.. Awokawokawok...,yes,rintart bluhers aniesbaswedan pksejahtera aku donk pks kalah awokawokawok
1099,@EndarTo44857464 @aniesbaswedan @PKSejahtera Dan juga merubah sistem jdi khilafuck... Itu agenda utama mereka...,yes,endarto aniesbaswedan pksejahtera rubah sistem khilafuck agenda utama
1100,@tukangaduayam @kangdede78 Kadrun lgsg ndlesep liat arak arakan tiem Garuda,yes,tukangaduayam kangdede kadrun langsung ndlesep lihat arak ara tiem garuda
1101,@TurnBack2Solo @Amran_bin_Ali @jagokan57083101 @KompasTV wkwkwkkw kadrun memantau ??,yes,turnbacksolo amran bin ali jago kompastv wkwkwkkw kadrun pantau
1102,@RKianSantang99 @aniesbaswedan @PKSejahtera Jolam jolim taik babi...,yes,rkiansantang aniesbaswedan pksejahtera jolam jolim taik babi
1103,@PuteriDL @RKianSantang99 @aniesbaswedan @PKSejahtera Take a beer..... Awokawokawok... https://t.co/eSyc2JNnyE,yes,puteridl rkiansantang aniesbaswedan pksejahtera take a beer awokawokawok
1104,@DsSupriyady @geloraco Iyyaah...Tangkapin KORUPTOR nya Kadrun....Beraniii bener niyy si Jokowi Mentri Nasdem Maling 8Trilyuuunn Rupiahh????????????....di cyduk sama Jokowi Jahat tuhh????????????,yes,dssupriyady geloraco iyyaahtangkapin koruptor nya kadrunberaniii niyy si jokowi tri nasdem maling trilyuuunn rupiahhdi cyduk jokowi jahat tuhh
1105,@pipihfiles @dennyindrayana Kenapa gak harus anies?? Karena bacod nya sulit dicerna sebagian besar org normal.. yg bisa cerna bacod nya cuma org abnormal... Atau org yg pura2 bisa mencerna.... Awokawokawok https://t.co/J8y9x5MBZA,yes,pipihfiles dennyindrayana anies bacod nya sulit cerna orang normal cerna bacod nya orang abnormal orang pura cerna awokawokawok
1106,@akualcade Ngupil pake jari telunjuk kiri sampai dapet,yes,akualcade ngupil pakai jari telunjuk kiri
1107,@pipihfiles @dennyindrayana Kenapa gak harus anies??  ?? https://t.co/eecaqDfVyr,yes,pipihfiles dennyindrayana anies
1108,@pipihfiles @dennyindrayana Kenapa gak harus anies?? https://t.co/4mKUKTPqJF,yes,pipihfiles dennyindrayana anies
1109,@Amran_bin_Ali @TurnBack2Solo @jagokan57083101 @KompasTV wkwkwk kadrun terpojok,yes,amran bin ali turnbacksolo jago kompastv wkwkwk kadrun pojok
1110,@democrazymedia Tp kok pendukungnya benci kadrun???,yes,democrazymedia dukung benci kadrun
1111,"@EtySusanty8 @Ayang_Utriza @dennyindrayana Berarti sama juga donk dengan pak ganjar yg dituduh sama kadrun terlibat uang e-KTP, gak ada hasil persidangan bersalah dan terlibat.. Kenapa kadrun selalu menuduh.??",yes,etysusanty ayang utriza dennyindrayana donk ganjar tuduh kadrun libat uang ektp hasil sidang salah libat kadrun tuduh
1112,"@DJ_Luvly @yunartowijaya Tidak terbukti dipersidangan , anjeeeeng.... Awokawokawok",yes,dj luvly yunartowijaya bukti sidang anjeeeeng awokawokawok
1113,"@Amran_bin_Ali @TurnBack2Solo @jagokan57083101 @KompasTV mana berani kadrun bang, kan kadrun2 pengecut ??",yes,amran bin ali turnbacksolo jago kompastv berani kadrun bang kadrun kecut
1114,@Amran_bin_Ali @TurnBack2Solo @jagokan57083101 @KompasTV dia ngertinya bahasa kadrun ??,yes,amran bin ali turnbacksolo jago kompastv ngertinya bahasa kadrun
1115,@Aguscah88555821 @BudiMario007 @IrwanAj63719113 @TukangRitwiit @virza1 @benk_setia @Djoe31915814 @BrabarZeto @Kadrun80574809 @BudhiIbrahim @PutraBachtiar9 @_mastito @dinarArunika @MansurU71169345 @Didinzahrudin1 @bayarpajaklah @Lignasian Mari kita kawal n,yes,aguscah budimario irwanaj tukangritwiit virza benk setia djoe brabarzeto kadrun budhiibrahim putrabachtiar mastito dinararunika mansuru didinzahrudin bayarpajaklah lignasian mari kawal n
1116,@msaid_didu @ReflyHZ Yg nonton podnya ken kadrun semua ya wajar drun,yes,msaid didu reflyhz nonton podnya ken kadrun ya wajar drun
1117,5 Alasan Anies Yohanes Rasyid BaswEDAN tidak mungkin jadi presiden... 1...Kadrun imigran Yaman. 2...tidak punya rasa nasionalisme. 3...cuma pintar ngomong Pemberi Harapan Palsu. 4...didukung oleh kaum radikal pengusung khilafah intoleran. 5...NON PRIBUMI.,yes,alas anies yohanes rasyid baswedan presiden kadrun imigran yaman nasionalisme pintar bicara beri harap palsu dukung kaum radikal usung khilafah intoleran non pribumi
1118,"Proyek BTS 4G BAKTI memang di desain untuk dikorupsi, 6 sudah jadi tersangka, 11 lainnya gelisah mulai kebakaran jenggot. Kejagung selalu didepan.. ?? https://t.co/K9rPP2TY4q",yes,proyek bts bakti desain korupsi sangka gelisah bakar jenggot jagung
1119,@marlina_idha https://t.co/8z0HDu2K64,yes,marlina idha
1120,@m_yanto_baemo ??,yes,m yanto baemo
1121,MUI prihatin atas krisis kemanusiaan di Yaman...ayo para kadrun Yaman adakan donasi untuk negeri leluhurmu jgn diam saja...!!!,yes,mui prihatin krisis manusia yamanayo kadrun yaman adakan donasi negeri leluhur diam
1122,@emyr_za @CNNIndonesia Kadrun tdk makan babi,yes,emyr za cnnindonesia kadrun makan babi
1123,@__TukangNgibul Emg udah ketauan..akun2 Kadrun itu rata2 buzzer bayaran Anis.. OTAK tdk diperlukan,yes,tukangngibul emang ketauanakun kadrun buzzer bayar anis otak
1124,@greentea290491 @geloraco Kita buktikan saja negara mau maju harus berkorban dan berpikir kedepan ...polapikir kadrun sampah,yes,greentea geloraco bukti negara maju korban pikir depan polapikir kadrun sampah
1125,@P3n99u94t Itu mungkin Jatim bagian Kadrun...Wkwkw,yes,pnut jatim kadrunwkwkw
1126,@__TukangNgibul Halloooo.. Profil lo ga ada tweet lo pribadi.. Lo pasti anakAnjing Piaraan KADRUN.. HAYOO..NGAKU..MALINGLO,yes,tukangngibul halloooo profil tweet pribadi anakanjing piara kadrun hayoongakumalinglo
1127,"@NephiLaxmus @Metro_TV Dunia kebolak-balik, kadrun jadi seneng nonton Metro Tipu, cebong beralih nonton tvOon... ??",yes,nephilaxmus metro tv dunia kebolakbalik kadrun senang nonton metro tipu cebong alih nonton tvoon
1128,@StefanAntonio__ Panik ga ya ?? https://t.co/H3nUdRwTpj,yes,stefanantonio panik ya
1129,"@_Dauph1ne_ @ajies4ra @Bandit_cengeng Harusnya akun alter pake buat lawan kadrun bukanya seperti ini,",yes,dauphne ajiesra bandit cengeng akun alter pakai lawan kadrun buka
1130,@TurnBack2Solo @Amran_bin_Ali @jagokan57083101 @KompasTV klo yg ini Cina kadrun ya? yg penting bisa ta'bil wkwkwk https://t.co/mrCRHgiZdC,yes,turnbacksolo amran bin ali jago kompastv cina kadrun ya tabil wkwkwk
1131,"@StefanAntonio__ Yes,sama https://t.co/0GO2bQb9n3",yes,stefanantonio yessama
1132,"@HidayatNatari Jadi kadrun itu berat,, harus nyebar hoax tiap hari",yes,hidayatnatari kadrun berat nyebar hoax
1133,@StefanAntonio__ Yes https://t.co/1aZebSoZBy,yes,stefanantonio ya
1134,@bianca01403 Kadrun tolol mau tipu2 ???????? https://t.co/h1vGTWM6zV,yes,bianca kadrun tolol tipu
1135,"@Amran_bin_Ali @TurnBack2Solo @jagokan57083101 @KompasTV kadrun culun, pasti jidatnya ada jendolan hitam dan jembutnya pindah ke dagu kayak foto ini wkwkwk https://t.co/oMvTLXWApn",yes,amran bin ali turnbacksolo jago kompastv kadrun culun jidat jendol hitam jembut pindah dagu foto wkwkwk
1136,@UbedilahB Ubedilah Kadrun????????,yes,ubedilahb ubedilah kadrun
1137,@lurkingcorsa @Permaidi68 @BTRxZaflaabaeVL @__TukangNgibul @Asuhan1nfinitE @cobeh2022 @NobowoNonowo KADRUN 90% Suka Melonte.. Aplgi lo @lurkingcorsa,yes,lurkingcorsa permaidi btrxzaflaabaevl tukangngibul asuhannfinite cobeh nobowononowo kadrun suka lonte lurkingcorsa
